user_id,movie_id,watch_date,watch_time_minutes,completion_rate,rating,liked
5,113,2025-07-12,25.3,0.22,2,0
5,152,2025-01-09,44.7,0.3,1,0
5,119,2025-02-15,103.0,0.72,3,0
5,108,2025-10-31,112.5,0.93,4,1
5,105,2025-09-01,43.2,0.46,1,0
5,158,2025-04-16,20.3,0.26,3,0
5,144,2025-07-30,37.2,0.28,2,0
5,103,2025-03-31,40.0,0.4,2,0
6,143,2025-09-12,156.8,0.98,5,1
6,102,2025-03-23,51.5,0.66,2,0
6,138,2025-07-06,96.0,0.97,5,1
6,107,2025-04-18,65.7,0.73,4,1
6,128,2025-08-21,123.0,0.82,4,1
6,146,2025-02-23,69.5,0.57,5,1
6,104,2025-01-15,63.8,0.58,4,1
6,121,2025-09-21,134.2,0.86,4,1
6,154,2025-08-16,90.5,0.62,4,1
6,114,2025-10-24,145.4,0.92,5,1
6,149,2025-06-16,104.2,0.75,3,0
6,131,2025-02-26,93.2,0.69,5,1
6,140,2025-07-31,63.8,0.75,4,1
6,126,2025-07-12,96.5,0.67,5,1
6,124,2025-01-28,58.6,0.69,5,1
6,155,2025-03-16,82.5,0.65,3,0
6,133,2025-07-18,32.6,0.37,3,0
6,148,2025-03-11,82.7,0.57,2,0
6,145,2025-05-19,97.2,0.68,3,0
6,119,2025-06-21,50.0,0.35,1,0
6,141,2025-05-24,23.4,0.26,3,0
6,118,2025-02-26,33.2,0.27,2,0
6,123,2025-06-25,83.5,0.69,3,0
6,106,2025-06-01,45.6,0.38,2,0
6,117,2025-11-10,77.4,0.87,4,1
6,111,2025-10-23,48.4,0.31,3,0
6,113,2025-09-25,92.0,0.8,3,0
7,121,2025-08-06,88.9,0.57,3,0
7,150,2025-12-23,70.4,0.88,3,0
7,141,2025-08-20,54.9,0.61,5,1
7,138,2025-01-07,85.1,0.86,4,1
7,124,2025-07-28,84.2,0.99,5,1
7,107,2025-11-28,61.2,0.68,4,1
7,136,2025-01-09,82.2,0.6,4,1
7,122,2025-08-24,120.7,0.85,4,1
7,146,2025-10-26,111.0,0.91,4,1
7,118,2025-03-12,68.9,0.56,5,1
7,155,2025-07-27,127.0,1.0,4,1
7,126,2025-08-26,95.0,0.66,4,1
7,115,2025-11-21,146.0,1.0,4,1
7,133,2025-12-20,48.4,0.55,4,1
7,111,2025-09-29,81.1,0.52,2,0
7,101,2025-12-24,12.9,0.14,1,0
7,143,2025-10-05,140.8,0.88,5,1
7,103,2025-02-11,83.0,0.83,4,1
7,157,2025-06-21,89.0,0.89,2,0
7,125,2025-07-06,27.0,0.17,1,0
7,139,2025-02-26,13.0,0.16,2,0
7,140,2025-07-07,50.1,0.59,2,0
7,127,2025-03-31,79.0,0.56,4,1
8,142,2025-09-30,52.7,0.62,3,0
8,107,2025-08-20,65.7,0.73,4,1
8,154,2025-12-21,137.2,0.94,4,1
8,114,2025-04-07,93.2,0.59,5,1
8,112,2025-04-02,131.0,0.84,5,1
8,127,2025-02-09,102.9,0.73,4,1
8,121,2025-03-17,95.2,0.61,4,1
8,111,2025-03-19,134.2,0.86,5,1
8,148,2025-05-31,98.6,0.68,3,0
8,138,2025-12-16,80.2,0.81,4,1
8,128,2025-08-04,133.5,0.89,5,1
8,124,2025-11-27,70.5,0.83,4,1
8,135,2025-04-29,88.5,0.56,4,1
8,134,2025-11-27,86.2,0.88,5,1
8,113,2025-11-27,87.4,0.76,3,0
8,122,2025-09-06,106.5,0.75,4,1
8,149,2025-10-08,127.9,0.92,4,1
8,144,2025-08-23,110.4,0.83,3,0
8,150,2025-06-06,38.4,0.48,1,0
8,131,2025-05-14,41.9,0.31,2,0
8,106,2025-01-25,46.8,0.39,1,0
8,108,2025-06-30,33.9,0.28,2,0
8,141,2025-03-24,41.4,0.46,2,0
8,140,2025-05-27,66.3,0.78,3,0
8,125,2025-12-21,52.5,0.33,4,1
8,126,2025-03-20,136.8,0.95,3,0
8,130,2025-06-12,48.0,0.3,2,0
8,151,2025-03-06,107.1,0.83,3,0
9,121,2025-10-07,117.0,0.75,5,1
9,129,2025-06-19,90.5,0.87,5,1
9,117,2025-05-29,85.4,0.96,4,1
9,118,2025-12-08,111.9,0.91,4,1
9,143,2025-08-15,102.4,0.64,4,1
9,107,2025-12-19,68.4,0.76,3,0
9,125,2025-03-13,98.6,0.62,4,1
9,158,2025-10-10,76.4,0.98,3,0
9,110,2025-04-23,58.9,0.62,4,1
9,157,2025-07-02,83.0,0.83,5,1
9,119,2025-04-10,85.8,0.6,3,0
9,160,2025-09-27,99.4,0.92,5,1
9,139,2025-04-11,55.9,0.69,4,1
9,140,2025-02-12,47.6,0.56,2,0
9,132,2025-02-14,100.6,0.78,4,1
9,111,2025-07-21,117.0,0.75,2,0
9,102,2025-09-19,26.5,0.34,1,0
9,144,2025-12-08,22.6,0.17,2,0
9,151,2025-08-07,72.2,0.56,2,0
9,113,2025-07-17,65.5,0.57,4,1
9,150,2025-06-07,45.6,0.57,3,0
9,126,2025-10-15,96.5,0.67,3,0
10,112,2025-10-28,127.9,0.82,4,1
10,148,2025-02-14,134.8,0.93,4,1
10,126,2025-09-26,92.2,0.64,4,1
10,155,2025-02-03,96.5,0.76,5,1
10,125,2025-07-29,146.3,0.92,4,1
10,153,2025-05-20,76.0,0.95,4,1
10,123,2025-10-18,76.2,0.63,3,0
10,113,2025-04-13,31.1,0.27,3,0
10,154,2025-09-09,48.2,0.33,3,0
10,147,2025-06-04,16.9,0.15,1,0
11,112,2025-05-13,121.7,0.78,3,0
11,125,2025-12-18,151.1,0.95,4,1
11,128,2025-07-11,127.5,0.85,5,1
11,142,2025-10-22,74.0,0.87,4,1
11,124,2025-01-30,47.6,0.56,4,1
11,110,2025-06-13,60.8,0.64,3,0
11,101,2025-03-25,77.3,0.84,5,1
11,144,2025-05-20,77.1,0.58,3,0
11,106,2025-07-02,93.6,0.78,3,0
11,111,2025-05-29,90.5,0.58,5,1
11,157,2025-09-21,73.0,0.73,2,0
11,154,2025-11-18,97.8,0.67,4,1
11,105,2025-03-27,62.0,0.66,4,1
11,134,2025-06-15,87.2,0.89,3,0
11,122,2025-06-04,106.5,0.75,5,1
11,108,2025-12-17,87.1,0.72,3,0
11,138,2025-03-15,55.4,0.56,4,1
11,151,2025-03-12,14.2,0.11,2,0
11,147,2025-07-30,85.9,0.76,3,0
11,121,2025-03-25,82.7,0.53,4,1
11,104,2025-04-07,25.3,0.23,2,0
11,116,2025-11-11,83.4,0.81,4,1
11,123,2025-12-26,93.2,0.77,4,1
11,160,2025-08-02,25.9,0.24,1,0
11,115,2025-03-09,99.3,0.68,3,0
11,146,2025-09-03,14.6,0.12,2,0
12,123,2025-02-27,76.2,0.63,5,1
12,150,2025-01-10,47.2,0.59,4,1
12,130,2025-02-25,136.0,0.85,4,1
12,109,2025-12-04,48.5,0.57,4,1
12,136,2025-05-10,119.2,0.87,4,1
12,139,2025-02-03,46.2,0.57,3,0
12,129,2025-03-05,77.0,0.74,3,0
12,116,2025-04-16,95.8,0.93,3,0
12,160,2025-06-29,99.4,0.92,5,1
12,101,2025-02-16,51.5,0.56,3,0
12,147,2025-10-24,72.3,0.64,5,1
12,103,2025-06-30,77.0,0.77,3,0
12,125,2025-11-10,47.7,0.3,3,0
12,114,2025-09-16,63.2,0.4,1,0
12,115,2025-01-08,119.7,0.82,5,1
12,159,2025-04-22,91.6,0.77,4,1
12,132,2025-10-03,43.9,0.34,3,0
12,110,2025-02-20,9.5,0.1,2,0
12,112,2025-09-01,57.7,0.37,4,1
13,159,2025-09-11,75.0,0.63,3,0
13,116,2025-01-21,80.3,0.78,4,1
13,155,2025-06-17,76.2,0.6,3,0
13,113,2025-11-04,98.9,0.86,5,1
13,160,2025-12-18,79.9,0.74,5,1
13,153,2025-08-08,66.4,0.83,4,1
13,156,2025-02-05,63.6,0.67,5,1
13,118,2025-01-07,104.5,0.85,5,1
13,147,2025-09-09,110.7,0.98,4,1
13,157,2025-12-04,98.0,0.98,5,1
13,125,2025-02-13,155.8,0.98,5,1
13,137,2025-10-30,76.9,0.62,4,1
13,139,2025-03-28,18.6,0.23,3,0
13,111,2025-04-13,28.1,0.18,2,0
13,131,2025-07-26,116.1,0.86,4,1
13,152,2025-09-13,37.2,0.25,2,0
13,142,2025-10-25,38.2,0.45,3,0
13,150,2025-11-26,68.0,0.85,3,0
13,146,2025-07-02,74.4,0.61,4,1
14,160,2025-11-15,100.4,0.93,4,1
14,147,2025-02-19,106.2,0.94,4,1
14,156,2025-09-10,56.0,0.59,3,0
14,157,2025-04-14,84.0,0.84,3,0
14,125,2025-05-14,116.1,0.73,4,1
14,110,2025-06-25,84.5,0.89,4,1
14,159,2025-01-17,105.9,0.89,2,0
14,119,2025-03-02,117.3,0.82,4,1
14,108,2025-08-15,95.6,0.79,3,0
14,138,2025-01-19,83.2,0.84,5,1
14,115,2025-06-05,83.2,0.57,4,1
14,153,2025-03-26,80.0,1.0,5,1
14,158,2025-07-19,67.1,0.86,4,1
14,137,2025-02-26,106.6,0.86,5,1
14,112,2025-12-17,127.9,0.82,3,0
14,102,2025-10-20,61.6,0.79,2,0
14,109,2025-09-17,59.5,0.7,1,0
14,105,2025-07-20,16.0,0.17,2,0
14,106,2025-11-12,51.6,0.43,1,0
14,144,2025-05-26,73.2,0.55,3,0
14,152,2025-03-07,76.0,0.51,4,1
14,120,2025-06-28,74.5,0.56,3,0
14,135,2025-06-24,132.7,0.84,5,1
15,106,2025-06-16,106.8,0.89,5,1
15,132,2025-10-18,73.5,0.57,2,0
15,125,2025-08-04,138.3,0.87,5,1
15,157,2025-01-12,72.0,0.72,5,1
15,159,2025-07-13,89.2,0.75,4,1
15,155,2025-09-08,115.6,0.91,4,1
15,102,2025-12-20,47.6,0.61,4,1
15,113,2025-12-08,112.7,0.98,5,1
15,145,2025-03-27,108.7,0.76,5,1
15,141,2025-04-14,84.6,0.94,4,1
15,120,2025-11-22,114.4,0.86,5,1
15,108,2025-05-28,71.4,0.59,4,1
15,116,2025-01-25,73.1,0.71,3,0
15,115,2025-04-26,70.1,0.48,3,0
15,112,2025-02-17,138.8,0.89,3,0
15,134,2025-02-04,82.3,0.84,4,1
15,118,2025-09-29,100.9,0.82,4,1
15,122,2025-02-09,99.4,0.7,2,0
15,158,2025-06-04,72.5,0.93,4,1
15,103,2025-10-04,74.0,0.74,3,0
16,130,2025-09-30,152.0,0.95,4,1
16,150,2025-10-17,75.2,0.94,5,1
16,145,2025-01-31,135.8,0.95,3,0
16,109,2025-05-04,74.8,0.88,5,1
16,136,2025-12-17,87.7,0.64,5,1
16,133,2025-02-02,65.1,0.74,5,1
16,131,2025-04-15,128.2,0.95,4,1
16,137,2025-03-24,100.4,0.81,4,1
16,104,2025-12-18,78.1,0.71,5,1
16,101,2025-03-18,85.6,0.93,5,1
16,126,2025-01-15,96.5,0.67,5,1
16,149,2025-09-06,57.0,0.41,3,0
16,117,2025-08-12,72.1,0.81,3,0
16,153,2025-03-23,51.2,0.64,3,0
16,147,2025-03-11,49.7,0.44,2,0
16,119,2025-12-04,18.6,0.13,2,0
16,144,2025-04-01,106.4,0.8,5,1
16,123,2025-09-06,111.3,0.92,5,1
17,104,2025-12-10,85.8,0.78,3,0
17,156,2025-03-13,92.2,0.97,5,1
17,158,2025-02-27,54.6,0.7,3,0
17,119,2025-09-25,130.1,0.91,4,1
17,138,2025-10-25,96.0,0.97,3,0
17,128,2025-05-02,115.5,0.77,3,0
17,107,2025-03-04,77.4,0.86,5,1
17,136,2025-07-19,68.5,0.5,2,0
18,139,2025-02-27,80.2,0.99,5,1
18,119,2025-05-07,107.2,0.75,3,0
18,116,2025-03-16,74.2,0.72,4,1
18,107,2025-06-07,70.2,0.78,3,0
18,104,2025-11-27,61.6,0.56,4,1
18,142,2025-01-28,79.0,0.93,5,1
18,143,2025-12-10,158.4,0.99,5,1
18,121,2025-11-24,109.2,0.7,4,1
18,147,2025-07-05,111.9,0.99,5,1
18,127,2025-08-15,35.2,0.25,2,0
18,156,2025-01-05,56.0,0.59,3,0
18,108,2025-06-04,72.6,0.6,4,1
18,150,2025-05-01,16.8,0.21,1,0
18,153,2025-08-13,38.4,0.48,3,0
18,137,2025-06-12,111.6,0.9,5,1
19,138,2025-06-06,62.4,0.63,4,1
19,107,2025-10-22,67.5,0.75,4,1
19,121,2025-11-29,93.6,0.6,4,1
19,110,2025-11-01,59.9,0.63,4,1
19,140,2025-08-20,83.3,0.98,3,0
19,147,2025-03-10,96.0,0.85,5,1
19,160,2025-06-17,76.7,0.71,5,1
19,125,2025-04-12,116.1,0.73,5,1
19,129,2025-07-13,62.4,0.6,3,0
19,118,2025-04-25,111.9,0.91,5,1
19,158,2025-11-28,43.7,0.56,5,1
19,156,2025-11-17,89.3,0.94,4,1
19,116,2025-04-12,71.1,0.69,5,1
19,157,2025-12-26,71.0,0.71,3,0
19,134,2025-11-04,63.7,0.65,5,1
19,117,2025-03-18,63.2,0.71,4,1
19,115,2025-10-18,87.6,0.6,4,1
19,143,2025-01-08,99.2,0.62,4,1
19,155,2025-08-21,97.8,0.77,1,0
19,133,2025-03-02,64.2,0.73,4,1
19,149,2025-05-17,52.8,0.38,2,0
19,102,2025-09-11,35.9,0.46,2,0
19,105,2025-11-04,54.5,0.58,4,1
19,120,2025-05-25,49.2,0.37,3,0
19,159,2025-03-16,40.5,0.34,2,0
19,126,2025-05-29,18.7,0.13,2,0
19,144,2025-05-08,57.2,0.43,3,0
19,150,2025-10-26,45.6,0.57,4,1
20,157,2025-10-14,80.0,0.8,4,1
20,104,2025-10-25,62.7,0.57,3,0
20,102,2025-06-23,51.5,0.66,4,1
20,126,2025-03-09,121.0,0.84,5,1
20,110,2025-03-14,57.0,0.6,3,0
20,119,2025-03-01,101.5,0.71,5,1
20,125,2025-05-24,119.2,0.75,5,1
20,115,2025-08-09,113.9,0.78,4,1
20,138,2025-05-16,72.3,0.73,5,1
20,140,2025-06-10,74.8,0.88,4,1
20,131,2025-09-09,110.7,0.82,5,1
20,118,2025-10-12,78.7,0.64,3,0
20,143,2025-04-07,155.2,0.97,4,1
20,156,2025-01-28,60.8,0.64,3,0
20,147,2025-03-25,78.0,0.69,4,1
20,158,2025-08-28,78.0,1.0,5,1
20,106,2025-09-11,78.0,0.65,4,1
20,130,2025-08-15,24.0,0.15,3,0
20,122,2025-08-23,78.1,0.55,4,1
20,142,2025-02-27,62.0,0.73,3,0
20,132,2025-05-26,36.1,0.28,2,0
20,152,2025-03-28,49.2,0.33,3,0
20,105,2025-12-06,70.5,0.75,4,1
20,101,2025-04-19,77.3,0.84,2,0
20,123,2025-10-20,101.6,0.84,3,0
20,145,2025-08-02,47.2,0.33,2,0
20,134,2025-02-18,18.6,0.19,2,0
20,128,2025-01-14,78.0,0.52,4,1
21,152,2025-06-16,84.9,0.57,3,0
21,157,2025-03-08,91.0,0.91,3,0
21,107,2025-05-25,61.2,0.68,5,1
21,128,2025-01-29,112.5,0.75,3,0
21,125,2025-02-17,93.8,0.59,3,0
21,146,2025-05-11,97.6,0.8,4,1
21,154,2025-07-24,96.4,0.66,4,1
21,124,2025-01-11,51.0,0.6,5,1
21,108,2025-05-26,82.3,0.68,5,1
21,101,2025-12-01,88.3,0.96,5,1
21,102,2025-08-10,49.9,0.64,5,1
21,151,2025-12-17,63.2,0.49,3,0
21,153,2025-07-08,69.6,0.87,4,1
21,160,2025-04-13,81.0,0.75,4,1
21,131,2025-05-18,97.2,0.72,2,0
21,103,2025-11-04,82.0,0.82,4,1
21,119,2025-07-08,91.5,0.64,4,1
22,109,2025-10-10,49.3,0.58,4,1
22,135,2025-09-19,93.2,0.59,5,1
22,152,2025-07-31,122.2,0.82,4,1
22,104,2025-05-10,67.1,0.61,3,0
22,102,2025-05-11,60.1,0.77,4,1
22,126,2025-02-28,132.5,0.92,5,1
22,114,2025-08-25,153.3,0.97,5,1
22,141,2025-01-24,59.4,0.66,4,1
22,106,2025-08-02,72.0,0.6,2,0
22,148,2025-08-21,145.0,1.0,4,1
22,131,2025-08-19,130.9,0.97,5,1
22,145,2025-04-06,134.4,0.94,5,1
22,140,2025-04-05,57.8,0.68,3,0
22,143,2025-12-11,96.0,0.6,4,1
22,125,2025-08-11,97.0,0.61,3,0
22,132,2025-01-07,114.8,0.89,5,1
22,157,2025-12-02,65.0,0.65,4,1
22,113,2025-12-03,81.7,0.71,2,0
22,150,2025-09-07,69.6,0.87,4,1
22,133,2025-07-04,42.2,0.48,1,0
22,118,2025-06-04,73.8,0.6,1,0
22,117,2025-02-27,18.7,0.21,2,0
22,158,2025-12-23,9.4,0.12,2,0
22,127,2025-11-29,47.9,0.34,3,0
22,146,2025-11-29,34.2,0.28,2,0
22,156,2025-10-03,38.0,0.4,1,0
22,130,2025-02-14,54.4,0.34,3,0
23,153,2025-07-20,53.6,0.67,4,1
23,113,2025-06-20,66.7,0.58,5,1
23,132,2025-08-10,71.0,0.55,5,1
23,129,2025-09-11,84.2,0.81,5,1
23,103,2025-05-29,92.0,0.92,4,1
23,112,2025-09-07,88.9,0.57,3,0
23,115,2025-11-10,116.8,0.8,3,0
23,154,2025-09-07,143.1,0.98,5,1
23,146,2025-08-05,84.2,0.69,4,1
23,144,2025-06-11,121.0,0.91,3,0
23,131,2025-08-02,121.5,0.9,5,1
23,130,2025-03-01,112.0,0.7,4,1
23,160,2025-08-18,78.8,0.73,2,0
23,101,2025-01-11,59.8,0.65,2,0
23,125,2025-06-26,47.7,0.3,2,0
23,139,2025-04-29,53.5,0.66,3,0
23,110,2025-06-23,70.3,0.74,3,0
24,157,2025-10-13,68.0,0.68,5,1
24,110,2025-05-14,55.1,0.58,5,1
24,118,2025-12-13,94.7,0.77,4,1
24,143,2025-09-15,104.0,0.65,5,1
24,147,2025-02-02,64.4,0.57,5,1
24,125,2025-03-03,120.8,0.76,3,0
24,140,2025-04-25,76.5,0.9,5,1
24,119,2025-07-01,123.0,0.86,4,1
24,126,2025-10-13,82.1,0.57,4,1
24,138,2025-09-21,71.3,0.72,5,1
24,104,2025-12-09,102.3,0.93,4,1
24,156,2025-08-13,58.0,0.61,3,0
24,131,2025-02-26,113.4,0.84,3,0
24,115,2025-02-22,89.1,0.61,4,1
24,102,2025-01-22,70.2,0.9,3,0
24,158,2025-04-16,67.9,0.87,5,1
24,112,2025-03-22,87.4,0.56,3,0
24,116,2025-09-13,48.4,0.47,2,0
24,117,2025-03-20,19.6,0.22,1,0
24,114,2025-03-04,145.4,0.92,2,0
24,152,2025-08-13,52.1,0.35,3,0
24,144,2025-08-31,83.8,0.63,3,0
24,109,2025-05-27,45.0,0.53,3,0
24,136,2025-08-01,101.4,0.74,3,0
24,153,2025-11-19,44.8,0.56,3,0
24,128,2025-09-29,142.5,0.95,4,1
24,122,2025-04-27,89.5,0.63,4,1
25,150,2025-02-13,80.0,1.0,5,1
25,160,2025-06-11,82.1,0.76,2,0
25,159,2025-02-01,95.2,0.8,5,1
25,153,2025-01-19,64.0,0.8,4,1
25,130,2025-10-22,155.2,0.97,5,1
25,133,2025-11-20,51.0,0.58,4,1
25,137,2025-06-01,124.0,1.0,5,1
25,132,2025-07-25,81.3,0.63,1,0
25,103,2025-06-10,80.0,0.8,4,1
25,141,2025-01-05,48.6,0.54,2,0
25,117,2025-03-17,40.0,0.45,3,0
25,102,2025-08-17,47.6,0.61,2,0
26,123,2025-10-31,67.8,0.56,5,1
26,158,2025-05-04,55.4,0.71,4,1
26,151,2025-02-26,95.5,0.74,4,1
26,144,2025-07-10,77.1,0.58,1,0
26,156,2025-01-25,67.5,0.71,3,0
26,146,2025-03-05,117.1,0.96,4,1
26,149,2025-08-21,115.4,0.83,4,1
26,138,2025-05-01,75.2,0.76,5,1
26,159,2025-11-18,109.5,0.92,3,0
26,114,2025-10-01,153.3,0.97,4,1
26,120,2025-12-08,123.7,0.93,5,1
26,107,2025-10-21,90.0,1.0,5,1
26,106,2025-05-07,117.6,0.98,5,1
26,127,2025-06-17,86.0,0.61,4,1
26,111,2025-07-04,137.3,0.88,3,0
26,128,2025-02-20,126.0,0.84,4,1
26,121,2025-02-11,99.8,0.64,4,1
26,154,2025-02-01,87.6,0.6,2,0
26,147,2025-08-17,72.3,0.64,4,1
26,148,2025-07-09,27.6,0.19,1,0
26,129,2025-07-22,80.1,0.77,2,0
26,118,2025-10-27,52.9,0.43,3,0
26,108,2025-12-19,88.3,0.73,1,0
26,145,2025-08-02,103.0,0.72,1,0
26,130,2025-12-31,48.0,0.3,2,0
26,160,2025-03-08,73.4,0.68,3,0
26,132,2025-04-19,96.8,0.75,3,0
26,115,2025-08-31,99.3,0.68,3,0
27,149,2025-06-06,79.2,0.57,3,0
27,113,2025-06-05,89.7,0.78,4,1
27,135,2025-03-14,115.3,0.73,3,0
27,125,2025-08-04,146.3,0.92,5,1
27,111,2025-05-26,90.5,0.58,4,1
27,151,2025-04-04,47.7,0.37,2,0
27,114,2025-02-04,113.8,0.72,4,1
27,145,2025-08-02,21.4,0.15,2,0
27,137,2025-06-22,88.0,0.71,2,0
28,156,2025-02-15,91.2,0.96,4,1
28,113,2025-12-29,74.8,0.65,4,1
28,159,2025-10-15,88.1,0.74,3,0
28,155,2025-04-09,121.9,0.96,5,1
28,151,2025-10-05,121.3,0.94,5,1
28,123,2025-09-25,110.1,0.91,5,1
28,137,2025-09-01,83.1,0.67,2,0
28,153,2025-09-30,69.6,0.87,5,1
28,108,2025-01-10,79.9,0.66,4,1
28,116,2025-12-28,74.2,0.72,4,1
28,106,2025-08-16,110.4,0.92,4,1
28,120,2025-07-25,79.8,0.6,4,1
28,111,2025-01-24,143.5,0.92,3,0
28,122,2025-08-12,102.2,0.72,3,0
28,136,2025-08-01,45.2,0.33,2,0
28,132,2025-05-12,16.8,0.13,2,0
28,147,2025-02-28,23.7,0.21,1,0
28,103,2025-04-04,22.0,0.22,1,0
28,140,2025-02-15,35.7,0.42,2,0
28,126,2025-03-28,41.8,0.29,2,0
29,153,2025-03-14,60.0,0.75,5,1
29,133,2025-03-03,71.3,0.81,5,1
29,119,2025-04-14,82.9,0.58,3,0
29,110,2025-09-10,66.5,0.7,4,1
29,157,2025-09-16,87.0,0.87,3,0
29,104,2025-06-12,64.9,0.59,3,0
29,129,2025-10-11,71.8,0.69,3,0
29,137,2025-11-21,76.9,0.62,3,0
29,107,2025-01-10,35.1,0.39,2,0
30,140,2025-08-05,55.2,0.65,4,1
30,142,2025-08-20,76.5,0.9,3,0
30,147,2025-11-14,64.4,0.57,5,1
30,107,2025-12-01,65.7,0.73,4,1
30,119,2025-09-04,93.0,0.65,5,1
30,160,2025-11-03,77.8,0.72,4,1
30,109,2025-06-29,60.4,0.71,4,1
30,123,2025-04-19,115.0,0.95,4,1
30,134,2025-03-24,90.2,0.92,5,1
30,143,2025-10-16,142.4,0.89,4,1
30,111,2025-03-04,28.1,0.18,2,0
30,156,2025-10-12,25.6,0.27,3,0
30,124,2025-09-16,38.2,0.45,3,0
30,115,2025-12-16,73.0,0.5,2,0
30,144,2025-12-29,70.5,0.53,1,0
30,128,2025-05-20,100.5,0.67,1,0
31,153,2025-07-21,72.0,0.9,5,1
31,131,2025-02-11,120.2,0.89,4,1
31,155,2025-12-10,121.9,0.96,4,1
31,118,2025-12-11,102.1,0.83,3,0
31,139,2025-11-04,50.2,0.62,3,0
